type,odds,point,commence_time,home_team,away_team,bookmaker_key,bookmaker_last_update,home_offense_rank,home_points_for,home_defense_rank,home_points_against,away_offense_rank,away_points_for,away_defense_rank,away_points_against,actual_total,week,predicted_total,prediction_correct
Over,1.91,46.5,2024-12-22 18:01:00+00:00,New York Jets,Los Angeles Rams,draftkings,2024-12-12 00:36:51+00:00,25,19.3,19,23.1,16,22.9,24,25.5,,16,,
Over,1.95,44.5,2024-12-22 18:01:00+00:00,New York Jets,Los Angeles Rams,fanduel,2024-12-12 00:37:38+00:00,25,19.3,19,23.1,16,22.9,24,25.5,,16,,
Over,1.91,46.0,2024-12-22 18:01:00+00:00,New York Jets,Los Angeles Rams,mybookieag,2024-12-12 00:36:06+00:00,25,19.3,19,23.1,16,22.9,24,25.5,,16,,
Over,1.91,48.0,2024-12-22 18:01:00+00:00,Washington Commanders,Philadelphia Eagles,draftkings,2024-12-12 00:36:51+00:00,4,28.9,17,22.8,8,26.3,2,18.0,,16,,
Over,1.95,47.5,2024-12-22 18:01:00+00:00,Washington Commanders,Philadelphia Eagles,fanduel,2024-12-12 00:37:38+00:00,4,28.9,17,22.8,8,26.3,2,18.0,,16,,
Over,1.91,47.5,2024-12-22 18:01:00+00:00,Washington Commanders,Philadelphia Eagles,mybookieag,2024-12-12 00:36:06+00:00,4,28.9,17,22.8,8,26.3,2,18.0,,16,,
Over,1.93,47.0,2024-12-22 18:01:00+00:00,Washington Commanders,Philadelphia Eagles,lowvig,2024-12-12 00:36:51+00:00,4,28.9,17,22.8,8,26.3,2,18.0,,16,,
Over,1.91,47.0,2024-12-22 18:01:00+00:00,Washington Commanders,Philadelphia Eagles,betonlineag,2024-12-12 00:37:49+00:00,4,28.9,17,22.8,8,26.3,2,18.0,,16,,
Over,1.91,45.5,2024-12-22 21:06:00+00:00,Seattle Seahawks,Minnesota Vikings,draftkings,2024-12-12 00:36:51+00:00,15,23.2,11,21.8,9,26.1,6,18.5,,16,,
Over,1.96,45.5,2024-12-22 21:06:00+00:00,Seattle Seahawks,Minnesota Vikings,fanduel,2024-12-12 00:37:38+00:00,15,23.2,11,21.8,9,26.1,6,18.5,,16,,
Over,1.91,45.5,2024-12-22 21:06:00+00:00,Seattle Seahawks,Minnesota Vikings,mybookieag,2024-12-12 00:36:06+00:00,15,23.2,11,21.8,9,26.1,6,18.5,,16,,
Over,1.91,39.5,2024-12-22 21:26:00+00:00,Las Vegas Raiders,Jacksonville Jaguars,draftkings,2024-12-12 00:36:51+00:00,27,18.2,30,27.8,26,18.3,28,26.5,,16,,
Over,1.87,39.5,2024-12-22 21:26:00+00:00,Las Vegas Raiders,Jacksonville Jaguars,fanduel,2024-12-12 00:37:38+00:00,27,18.2,30,27.8,26,18.3,28,26.5,,16,,
Over,1.91,39.5,2024-12-22 21:26:00+00:00,Las Vegas Raiders,Jacksonville Jaguars,mybookieag,2024-12-12 00:36:06+00:00,27,18.2,30,27.8,26,18.3,28,26.5,,16,,
Over,1.91,39.5,2024-12-22 21:26:00+00:00,Las Vegas Raiders,Jacksonville Jaguars,betonlineag,2024-12-12 00:37:49+00:00,27,18.2,30,27.8,26,18.3,28,26.5,,16,,
Over,1.93,39.5,2024-12-22 21:26:00+00:00,Las Vegas Raiders,Jacksonville Jaguars,lowvig,2024-12-12 00:36:51+00:00,27,18.2,30,27.8,26,18.3,28,26.5,,16,,
Over,1.91,48.0,2024-12-22 21:26:00+00:00,Miami Dolphins,San Francisco 49ers,draftkings,2024-12-12 00:36:51+00:00,23,20.3,14,22.5,11,23.7,21,23.7,,16,,
Over,1.87,47.5,2024-12-22 21:26:00+00:00,Miami Dolphins,San Francisco 49ers,fanduel,2024-12-12 00:37:38+00:00,23,20.3,14,22.5,11,23.7,21,23.7,,16,,
Over,1.91,48.5,2024-12-22 21:26:00+00:00,Miami Dolphins,San Francisco 49ers,mybookieag,2024-12-12 00:36:06+00:00,23,20.3,14,22.5,11,23.7,21,23.7,,16,,
Over,1.91,49.0,2024-12-22 21:26:00+00:00,Miami Dolphins,San Francisco 49ers,betonlineag,2024-12-12 00:37:49+00:00,23,20.3,14,22.5,11,23.7,21,23.7,,16,,
Over,1.93,49.0,2024-12-22 21:26:00+00:00,Miami Dolphins,San Francisco 49ers,lowvig,2024-12-12 00:36:51+00:00,23,20.3,14,22.5,11,23.7,21,23.7,,16,,
Over,1.91,47.0,2024-12-23 01:21:00+00:00,Dallas Cowboys,Tampa Bay Buccaneers,draftkings,2024-12-12 00:36:51+00:00,21,20.6,31,28.2,5,27.9,22,23.8,,16,,
Over,1.91,47.5,2024-12-23 01:21:00+00:00,Dallas Cowboys,Tampa Bay Buccaneers,fanduel,2024-12-12 00:37:38+00:00,21,20.6,31,28.2,5,27.9,22,23.8,,16,,
Over,1.91,47.0,2024-12-23 01:21:00+00:00,Dallas Cowboys,Tampa Bay Buccaneers,mybookieag,2024-12-12 00:36:06+00:00,21,20.6,31,28.2,5,27.9,22,23.8,,16,,
Over,1.88,46.5,2024-12-23 01:21:00+00:00,Dallas Cowboys,Tampa Bay Buccaneers,lowvig,2024-12-12 00:36:51+00:00,21,20.6,31,28.2,5,27.9,22,23.8,,16,,
Over,1.87,46.5,2024-12-23 01:21:00+00:00,Dallas Cowboys,Tampa Bay Buccaneers,betonlineag,2024-12-12 00:37:49+00:00,21,20.6,31,28.2,5,27.9,22,23.8,,16,,
Over,1.93,41.5,2024-12-24 01:16:00+00:00,Green Bay Packers,New Orleans Saints,draftkings,2024-12-12 00:36:51+00:00,7,26.8,9,21.1,17,22.3,14,22.5,,16,,
Over,1.96,42.5,2024-12-24 01:16:00+00:00,Green Bay Packers,New Orleans Saints,fanduel,2024-12-12 00:37:38+00:00,7,26.8,9,21.1,17,22.3,14,22.5,,16,,
Over,1.91,42.0,2024-12-24 01:16:00+00:00,Green Bay Packers,New Orleans Saints,mybookieag,2024-12-12 00:36:06+00:00,7,26.8,9,21.1,17,22.3,14,22.5,,16,,
